BankCode,Bank Name,Branch,MICR,IFSC,Address,Location,NetWorth,DefaultBank,,,,,
16993,Canara Bank,AHMADABAD MANINAGAR II,380015062,CNRB0017001,AHMADABAD MANINAGAR II   999999,,,0,,,,,
16926,Canara Bank,HIMMATNAGAR,383015001,CNRB0003806,HIMMATNAGAR   999999,,,0,,,,,
17053,Canara Bank,"CONSUMER FINANCE BRANCH,CHANDIGARH",160015003,CNRB0002452,"CONSUMER FINANCE BRANCH,CHANDIGARH   999999",,,0,,,,,
17059,Canara Bank,"BISTUPUR MAIN, JAMSHEDPUR",831015002,CNRB0000324,"BISTUPUR MAIN, JAMSHEDPUR   999999",,,0,,,,,
17032,Canara Bank,"RAMGHAT ROAD, ALIGHARH-2",202015003,CNRB0001000,"RAMGHAT ROAD, ALIGHARH-2   999999",,,0,,,,,
17035,Canara Bank,"WORLI, MUMBAI",400015069,CNRB0000113,"WORLI, MUMBAI   999999",,,0,,,,,
17036,Canara Bank,"KOLIWADA FLANK ROAD, MUMBAI",400015095,CNRB0002076,"KOLIWADA FLANK ROAD, MUMBAI   999999",,,0,,,,,
17073,Canara Bank,CHAIBASA SME,833015003,CNRB0004515,CHAIBASA SME   999999,,,0,,,,,
17095,Canara Bank,"IDGAH,AGRA",282015006,CNRB0000194,"IDGAH,AGRA   999999",,,0,,,,,
17146,Canara Bank,"JITSINGH MARG, DELHI",110015015,CNRB0001484,"JITSINGH MARG, DELHI   999999",,,0,,,,,
16447,Canara Bank,JAIPUR JAGATPURA II,302015032,CNRB0018356,JAIPUR JAGATPURA II   999999,,,0,,,,,
16379,Canara Bank,GHAZIABAD SHASTRI NAGAR,110015459,CNRB0018890,GHAZIABAD SHASTRI NAGAR   999999,,,0,,,,,
16615,Canara Bank,UCMS AND GTB BRANCH,110015088,CNRB0003009,UCMS AND GTB BRANCH   999999,,,0,,,,,
16639,Canara Bank,ADARSH NAGAR VISHAKHAPATNAM,530015024,CNRB0006038,ADARSH NAGAR VISHAKHAPATNAM   999999,,,0,,,,,
16582,Canara Bank,THIRUVANANTHAPURAM FORT,695015903,CNRB0014005,THIRUVANANTHAPURAM FORT   999999,,,0,,,,,
16575,Canara Bank,CHITTA ROAD,585015506,CNRB0001945,CHITTA ROAD   999999,,,0,,,,,
16560,Canara Bank,"ADAJAN, SURAT",395015008,CNRB0003086,"ADAJAN, SURAT   999999",,,0,,,,,
16518,Canara Bank,KOLKATA MANICK TOLLA,700015114,CNRB0019508,KOLKATA MANICK TOLLA   999999,,,0,,,,,
16877,Canara Bank,SIDLAGHATTA,562015508,CNRB0000486,SIDLAGHATTA   999999,,,0,,,,,
16786,Canara Bank,BAGRU,303015176,CNRB0003563,BAGRU   999999,,,0,,,,,
16845,Canara Bank,PATHANKOT,145015002,CNRB0002123,PATHANKOT   999999,,,0,,,,,
16772,Canara Bank,FARUKH NAGAR,110015201,CNRB0003571,FARUKH NAGAR   999999,,,0,,,,,
16773,Canara Bank,"HAL III STAGE, BANGALORE",560015127,CNRB0002739,"HAL III STAGE, BANGALORE   999999",,,0,,,,,
16774,Canara Bank,ULHASNAGAR II,400015113,CNRB0002485,ULHASNAGAR II   999999,,,0,,,,,
16728,Canara Bank,PARIYARAM,670015912,CNRB0014237,PARIYARAM   999999,,,0,,,,,
16731,Canara Bank,ORAI,285015102,CNRB0004939,ORAI   999999,,,0,,,,,
16721,Canara Bank,ICHALAKARANJI,629015019,CNRB0015231,ICHALAKARANJI   999999,,,0,,,,,
16678,Canara Bank,NIPANI II,591015303,CNRB0010505,NIPANI II   999999,,,0,,,,,
16714,Canara Bank,KATAPADI,576015006,CNRB0000633,KATAPADI   999999,,,0,,,,,
16703,Canara Bank,VASCO DA GAMA II,403015074,CNRB0017211,VASCO DA GAMA II   999999,,,0,,,,,
16685,Canara Bank,BHILAINAGAR,490015002,CNRB0000298,BHILAINAGAR   999999,,,0,,,,,
17774,Canara Bank,KOLKATA N S ROAD II,700015158,CNRB0019500,KOLKATA N S ROAD II   999999,,,0,,,,,
17787,Canara Bank,KANPUR BARRA BRANCH,208015020,CNRB0005311,KANPUR BARRA BRANCH   999999,,,0,,,,,
17788,Canara Bank,TILAKWADI,590015004,CNRB0000558,TILAKWADI   999999,,,0,,,,,
17779,Canara Bank,CHINNAOUTPALLI PS INST MED SCI,521015021,CNRB0013368,CHINNAOUTPALLI PS INST MED SCI   999999,,,0,,,,,
17692,Canara Bank,MORIGAON,782015202,CNRB0004092,MORIGAON   999999,,,0,,,,,
17661,Canara Bank,SAHARSA,852015002,CNRB0003133,SAHARSA   999999,,,0,,,,,
17726,Canara Bank,KAIKALURU,520015723,CNRB0004480,KAIKALURU   999999,,,0,,,,,
17656,Canara Bank,HOSPET,583015202,CNRB0000537,HOSPET   999999,,,0,,,,,
17610,Canara Bank,CUDDAPAH MOCHAMPET,516015013,CNRB0013215,CUDDAPAH MOCHAMPET   999999,,,0,,,,,
17585,Canara Bank,PORBANDAR,360015121,CNRB0000162,PORBANDAR   999999,,,0,,,,,
17596,Canara Bank,DHEMAJI,787015102,CNRB0004246,DHEMAJI   999999,,,0,,,,,
18030,Canara Bank,SILIGURI SME,734015003,CNRB0005006,SILIGURI SME   999999,,,0,,,,,
18016,Canara Bank,MUZAFFARPUR,842015002,CNRB0000258,MUZAFFARPUR   999999,,,0,,,,,
17996,Canara Bank,RANCHI MAIN,834015002,CNRB0000377,RANCHI MAIN   999999,,,0,,,,,
17856,Canara Bank,"ANDHERI EAST, MUMBAI",400015132,CNRB0002840,"ANDHERI EAST, MUMBAI   999999",,,0,,,,,
17891,Canara Bank,LAAR,273015999,CNRB0003207,LAAR   999999,,,0,,,,,
18461,CANARA BANK,BITKULA,999015999,CNRB0004262,BITKULA   999999,,,0,,,,,
18415,Canara Bank,UDUMALPET,642015102,CNRB0000944,UDUMALPET   999999,,,0,,,,,
18403,Canara Bank,NIPHAD,422015011,CNRB0006098,NIPHAD   999999,,,0,,,,,
18494,Canara Bank,METTUPALAYAM,641015024,CNRB0001314,METTUPALAYAM   999999,,,0,,,,,
18596,Canara Bank,DHARWAR VIDYAGIRI,580015314,CNRB0011238,DHARWAR VIDYAGIRI   999999,,,0,,,,,
18661,Canara Bank,NUGGEHALLI,573015976,CNRB0000590,NUGGEHALLI   999999,,,0,,,,,
18234,Canara Bank,HUBBALLI KMC VIDYANAGAR KIMS,580015021,CNRB0011241,HUBBALLI KMC VIDYANAGAR KIMS   999999,,,0,,,,,
18195,Canara Bank,VARANASI MAIN II,221015032,CNRB0018751,VARANASI MAIN II   999999,,,0,,,,,
18372,Canara Bank,RANIGANJ II,713015303,CNRB0019521,RANIGANJ II   999999,,,0,,,,,
18357,Canara Bank,"NEHRU GROUND (MAIN),FARIDABAD",110015108,CNRB0000330,"NEHRU GROUND (MAIN),FARIDABAD   999999",,,0,,,,,
18267,Canara Bank,RAJKOT GAYATRI NAGAR,629015019,CNRB0006812,RAJKOT GAYATRI NAGAR   999999,,,0,,,,,
18258,Canara Bank,K R NAGAR,571015002,CNRB0004791,K R NAGAR   999999,,,0,,,,,
19862,Canara Bank,KARANPUR,335015029,CNRB0004234,KARANPUR   999999,,,0,,,,,
18908,Canara Bank,AHMADABAD BODHAK DEV,380015079,CNRB0017037,AHMADABAD BODHAK DEV   999999,,,0,,,,,
18909,CANARA BANK,SMRITINAGAR,490015003,CNRB0001973,SMRITINAGAR   999999,,,0,,,,,
18929,Canara Bank,"CHATOGALLI (MAIN),  SHOLAPUR",413015002,CNRB0000310,"CHATOGALLI (MAIN),  SHOLAPUR   999999",,,0,,,,,
18884,Canara Bank,DIBRUGARH II,786015004,CNRB0017390,DIBRUGARH II   999999,,,0,,,,,
18738,CANARA BANK,GWALIAR,474015001,CNRB0000295,GWALIAR   999999,,,0,,,,,
18742,Canara Bank,RAMANKULANGARA,691015013,CNRB0005111,RAMANKULANGARA   999999,,,0,,,,,
18683,Canara Bank,BHILAI  KPS  NEHRU NAGAR,490015005,CNRB0008602,BHILAI  KPS  NEHRU NAGAR   999999,,,0,,,,,
18805,Canara Bank,"MAGADI ROAD, BANGALORE",560015040,CNRB0001174,"MAGADI ROAD, BANGALORE   999999",,,0,,,,,
19211,Canara Bank,DURGAPUR SME,713015703,CNRB0004163,DURGAPUR SME   999999,,,0,,,,,
19213,Canara Bank,"GANDEEP VIDYA BHAWAN SEC,DELHI",110015143,CNRB0002947,"GANDEEP VIDYA BHAWAN SEC,DELHI   999999",,,0,,,,,
19215,Canara Bank,"GRAND CENTRAL, MADURAI",625015002,CNRB0001008,"GRAND CENTRAL, MADURAI   999999",,,0,,,,,
19145,Canara Bank,"SSB, SECTOR-9, ROHONI, DELHI",110015145,CNRB0002747,"SSB, SECTOR-9, ROHONI, DELHI   999999",,,0,,,,,
19147,Canara Bank,"COLABA, MUMBAI",400015020,CNRB0000106,"COLABA, MUMBAI   999999",,,0,,,,,
19169,Canara Bank,BHIMAVARAM,534015402,CNRB0000777,BHIMAVARAM   999999,,,0,,,,,
19058,Canara Bank,SPECIALISED SME BRANCH AURANGABAD II,431015010,CNRB0015130,SPECIALISED SME BRANCH AURANGABAD II   999999,,,0,,,,,
19700,CANARA BANK,BHANDUP MAIN,400015009,CNRB0000124,BHANDUP MAIN   999999,,,0,,,,,
19782,Canara Bank,HONNAVAR II,581015604,CNRB0010302,HONNAVAR II   999999,,,0,,,,,
19684,CANARA BANK,TIRUTTANI,631015202,CNRB0003799,TIRUTTANI   999999,,,0,,,,,
19575,Canara Bank,GORAKHPUR TARAMANDAL,273015008,CNRB0005128,GORAKHPUR TARAMANDAL   999999,,,0,,,,,
19419,Canara Bank,DUM DUM II,700015150,CNRB0019775,DUM DUM II   999999,,,0,,,,,
19439,Canara Bank,AGRA KARKUNJ ROAD,282015084,CNRB0019456,AGRA KARKUNJ ROAD   999999,,,0,,,,,
19515,Canara Bank,"PANJAB UNI CAMPUS,CHANDIGARH,",160015020,CNRB0002845,"PANJAB UNI CAMPUS,CHANDIGARH,   999999",,,0,,,,,
19314,CANARA BANK,PUNE,411015057,CNRB0015324,"CAMP, PUNE   411001",MAHARASHTRA,0,0,,,,,
19381,Canara Bank,SPECIALISED MID CORPORATE BRANCH BHUBANESHWAR VANI,751015022,CNRB0018004,SPECIALISED MID CORPORATE BRANCH BHUBANESHWAR VANI   999999,,,0,,,,,
19363,Canara Bank,HAJIPUR SME,844015003,CNRB0004960,HAJIPUR SME   999999,,,0,,,,,
19766,CANARA BANK ENACH,Manipal Kasturba Medical College,576015066,CNRB0010232,Manipal Kasturba Medical College   999999,,,0,,,,,
19770,CENTRAL BANK OF INDIA,GHATKOPAR,400016025,CBIN0280594,GHATKOPAR   999999,,,0,,,,,
19664,CENTRAL BANK OF INDIA,JALNA,999016999,CBIN0280680,JALNA   999999,,,0,,,,,
19670,Central Bank of India,PARUL INST OF ENGG,390016016,CBIN0284063,PARUL INST OF ENGG   999999,,,0,,,,,
19318,Central Bank of India,"KINNIMULKI, UDUPI",576016002,CBIN0283153,"KINNIMULKI, UDUPI   999999",,,0,,,,,
19267,Central Bank of India,KHALILABAD,272016935,CBIN0284267,KHALILABAD   999999,,,0,,,,,
19415,Central Bank of India,DECCAN GYMKHANA,411016006,CBIN0280655,DECCAN GYMKHANA   999999,,,0,,,,,
19052,Central Bank of India,GURSARAI,284016289,CBIN0280178,GURSARAI   999999,,,0,,,,,
19057,Central Bank of India,RAOTI,457016218,CBIN0284787,RAOTI   999999,,,0,,,,,
19155,Central Bank of India,BHOWANIPORE,700016005,CBIN0280103,BHOWANIPORE   999999,,,0,,,,,
18803,Central Bank of India,AMBERNATH (EAST),400016099,CBIN0283672,AMBERNATH (EAST)   999999,,,0,,,,,
18679,Central Bank of India,GREEN VALLEY PUBLIC SCHOOL HARINGR,110016129,CBIN0283618,GREEN VALLEY PUBLIC SCHOOL HARINGR   999999,,,0,,,,,
18887,Central Bank of India,KRANTICHOWK,431016005,CBIN0280679,KRANTICHOWK   999999,,,0,,,,,
18891,Central Bank of India,BALOD,491016857,CBIN0284362,BALOD   999999,,,0,,,,,
18877,Central Bank of India,DDA MANGLAPURI,110016121,CBIN0283498,DDA MANGLAPURI   999999,,,0,,,,,
18835,Central Bank of India,KOPPARKHAIRNE,400016122,CBIN0284519,KOPPARKHAIRNE   999999,,,0,,,,,
18289,CENTRAL BANK OF INDIA,JOURA,999016999,CBIN0281373,JOURA   999999,,,0,,,,,
18305,Central Bank of India,MORAR GWALIOR,400016140,CBIN0285087,MORAR GWALIOR   999999,,,0,,,,,
18310,Central Bank of India,TEZU,786016509,CBIN0284792,TEZU   999999,,,0,,,,,
18390,Central Bank of India,SANDASAL,391016391,CBIN0280497,SANDASAL   999999,,,0,,,,,
18179,Central Bank of India,T.I.F.R.COLABA,400016111,CBIN0283996,T.I.F.R.COLABA   999999,,,0,,,,,
18242,Central Bank of India,BICHOLIM,403016032,CBIN0284901,BICHOLIM   999999,,,0,,,,,
18676,Central Bank of India,NAPIER TOWN,482016002,CBIN0280743,NAPIER TOWN   999999,,,0,,,,,
18677,Central Bank of India,KANDIVILI,400016032,CBIN0280612,KANDIVILI   999999,,,0,,,,,
18523,Central Bank of India,BELGAUM,590016002,CBIN0280871,BELGAUM   999999,,,0,,,,,
18504,Central Bank of India,BABINA CANTT.,284016302,CBIN0280175,BABINA CANTT.   999999,,,0,,,,,
17850,Central Bank of India,PALDI,380016023,CBIN0280543,PALDI   999999,,,0,,,,,
17809,Central Bank of India,"SECTOR-35 D, CHANDIGARH",160016005,CBIN0281186,"SECTOR-35 D, CHANDIGARH   999999",,,0,,,,,
17995,Central Bank of India,"SEETHAPHALMUNDI, SECUNDERABAD",500016019,CBIN0280813,"SEETHAPHALMUNDI, SECUNDERABAD   999999",,,0,,,,,
18102,Central Bank of India,BANGALORE CITY,560016019,CBIN0280850,BANGALORE CITY   999999,,,0,,,,,
17613,Central Bank of India,AVADI,600016032,CBIN0283135,AVADI   999999,,,0,,,,,
17657,Central Bank of India,SINNAR,422016009,CBIN0283632,SINNAR   999999,,,0,,,,,
16689,Central Bank of India,MANCHERIAL,504016202,CBIN0284813,MANCHERIAL   999999,,,0,,,,,
16748,Central Bank of India,BETUL,460016889,CBIN0281071,BETUL   999999,,,0,,,,,
16764,Central Bank of India,"MIRAJ INDUSTRIAL AREA, MIRAJ",416016294,CBIN0282741,"MIRAJ INDUSTRIAL AREA, MIRAJ   999999",,,0,,,,,
16853,Central Bank of India,VIDYADHAR NAGAR,302016019,CBIN0283335,VIDYADHAR NAGAR   999999,,,0,,,,,
16842,Central Bank of India,KALYAN,400016075,CBIN0280639,KALYAN   999999,,,0,,,,,
16805,Central Bank of India,PIPLAJ,380016058,CBIN0284870,PIPLAJ   999999,,,0,,,,,
16883,Central Bank of India,PAROLA,425016325,CBIN0281587,PAROLA   999999,,,0,,,,,
16450,Central Bank of India,KOMPALLI,500016035,CBIN0283537,KOMPALLI   999999,,,0,,,,,
17210,Central Bank of India,BEGUSARAI,851016102,CBIN0283187,BEGUSARAI   999999,,,0,,,,,
17065,Central Bank of India,"GIANI ZAIL SINGH COLLEGE OF ENGG. & TECH., BHATIND",151016890,CBIN0283469,"GIANI ZAIL SINGH COLLEGE OF ENGG. & TECH., BHATIND   999999",,,0,,,,,
17070,Central Bank of India,KARSAHIA,845016635,CBIN0282423,KARSAHIA   999999,,,0,,,,,
16988,Central Bank of India,SONARPUR,400016140,CBIN0285110,SONARPUR   999999,,,0,,,,,
17413,Central Bank of India,PURBA PUTIARY,700016031,CBIN0280112,PURBA PUTIARY   999999,,,0,,,,,
17485,Central Bank of India,KHAJAULI,400016140,CBIN0284951,KHAJAULI   999999,,,0,,,,,
17325,Central Bank of India,HAMIRPUR,210016102,CBIN0284434,HAMIRPUR   999999,,,0,,,,,
16117,Central Bank of India,PRATAPPUR,272016302,CBIN0281592,PRATAPPUR   999999,,,0,,,,,
16124,Central Bank of India,"SHREE SARDUL PUSHKARNA SR. SECONDARY SCHOOL, BIKAN",334016003,CBIN0284056,"SHREE SARDUL PUSHKARNA SR. SECONDARY SCHOOL, BIKAN   999999",,,0,,,,,
15835,Central Bank of India,PANAJI,403016002,CBIN0280713,PANAJI   999999,,,0,,,,,
15864,Central Bank of India,BINA,470016958,CBIN0281366,BINA   999999,,,0,,,,,
16033,Central Bank of India,BHILAI,490016002,CBIN0280789,BHILAI   999999,,,0,,,,,
16021,Central Bank of India,ASANSOL,713016001,CBIN0280118,ASANSOL   999999,,,0,,,,,
16016,CENTRAL BANK OF INDIA,BASAVANGUDI,560016005,CBIN0280846,BASAVANGUDI   999999,,,0,,,,,
16042,Central Bank of India,BAGHMORE KOLKATA,700016089,CBIN0283078,BAGHMORE KOLKATA   999999,,,0,,,,,
16047,Central Bank of India,RATSAR,277016364,CBIN0281079,RATSAR   999999,,,0,,,,,
15326,Central Bank of India,GAYA,823016002,CBIN0280043,GAYA   999999,,,0,,,,,
15582,Central Bank of India,DURGAPUR CHEMICALS LTD,713016621,CBIN0284463,DURGAPUR CHEMICALS LTD   999999,,,0,,,,,
14181,Central Bank of India,UCHALPUKHARI,735016728,CBIN0282920,UCHALPUKHARI   999999,,,0,,,,,
14176,Central Bank of India,SOLA ROAD,380016035,CBIN0282784,SOLA ROAD   999999,,,0,,,,,
14325,Central Bank of India,WARDHA ROAD,440016025,CBIN0284423,WARDHA ROAD   999999,,,0,,,,,
14341,Central Bank of India,SAHDEI BUZRUG,844016360,CBIN0281792,SAHDEI BUZRUG   999999,,,0,,,,,
14395,Central Bank of India,TAMKUHI,274016164,CBIN0283048,TAMKUHI   999999,,,0,,,,,
14475,Central Bank of India,DEOGARH (GOGOA),768016102,CBIN0281636,DEOGARH (GOGOA)   999999,,,0,,,,,
15007,Central Bank of India,HANUWANT SCHOOL,342016005,CBIN0283501,HANUWANT SCHOOL   999999,,,0,,,,,
15099,Central Bank of India,ETAWAH,206016002,CBIN0280223,ETAWAH   999999,,,0,,,,,
15063,Central Bank of India,VIDARBHA AYURVED EXTN.,444016104,CBIN0283826,VIDARBHA AYURVED EXTN.   999999,,,0,,,,,
14605,Central Bank of India,TEXTILE MARKET,400016140,CBIN0285120,TEXTILE MARKET   999999,,,0,,,,,
14633,Central Bank of India,GHOKSARDANGA,736016459,CBIN0281762,GHOKSARDANGA   999999,,,0,,,,,
14721,Central Bank of India,LOWER PAREL,400016035,CBIN0280616,LOWER PAREL   999999,,,0,,,,,
14834,Central Bank of India,PRESS AREA,110016021,CBIN0280306,PRESS AREA   999999,,,0,,,,,
13851,Central Bank of India,DABGRAM,734016992,CBIN0281831,DABGRAM   999999,,,0,,,,,
13815,CENTRAL BANK OF INDIA,M.P.HOUSING BOARD,482016004,CBIN0281723,M.P.HOUSING BOARD   999999,,,0,,,,,
13692,Central Bank of India,SH JAIN SHWETAMBAR NAGESHWAR PARSHVANATH THIRTH PE,326016519,CBIN0284045,SH JAIN SHWETAMBAR NAGESHWAR PARSHVANATH THIRTH PE   999999,,,0,,,,,
13396,Central Bank of India,BABATPUR,221016547,CBIN0284649,BABATPUR   999999,,,0,,,,,
12884,Central Bank of India,HARDOI,241016002,CBIN0280153,HARDOI   999999,,,0,,,,,
12871,Central Bank of India,PAHAR GANJ,110016017,CBIN0280315,PAHAR GANJ   999999,,,0,,,,,
12861,Central Bank of India,JATESWAR,735016428,CBIN0281369,JATESWAR   999999,,,0,,,,,
12976,Central Bank of India,GREATER NOIDA,110016146,CBIN0283862,GREATER NOIDA   999999,,,0,,,,,
12934,Central Bank of India,GDA,474016014,CBIN0283461,GDA   999999,,,0,,,,,
12535,Central Bank of India,PRATAPGARH (U.P.),230016286,CBIN0283158,PRATAPGARH (U.P.)   999999,,,0,,,,,
12368,Central Bank of India,RANIPOKHAR,844016599,CBIN0282447,RANIPOKHAR   999999,,,0,,,,,
12328,Central Bank of India,FAGANE,424016505,CBIN0281869,FAGANE   999999,,,0,,,,,
12304,Central Bank of India,DIBRUGARH,786016002,CBIN0280005,DIBRUGARH   999999,,,0,,,,,
12051,Central Bank of India,TILWARAGHAT,482016009,CBIN0282128,TILWARAGHAT   999999,,,0,,,,,
12247,Central Bank of India,LUNSIKUI,396016062,CBIN0282218,LUNSIKUI   999999,,,0,,,,,
11895,Central Bank of India,JALGAON,425016889,CBIN0280710,JALGAON   999999,,,0,,,,,
11741,Central Bank of India,SALT LAKE,700016045,CBIN0281353,SALT LAKE   999999,,,0,,,,,
11798,CENTRAL BANK OF INDIA,DHAMTARI,999016999,CBIN0280805,DHAMTARI   999999,,,0,,,,,
11820,Central Bank of India,RAS,400016140,CBIN0284992,RAS   999999,,,0,,,,,
11527,Central Bank of India,"MAIN BRANCH, GHAZIABAD",110016102,CBIN0280257,"MAIN BRANCH, GHAZIABAD   999999",,,0,,,,,
11565,Central Bank of India,SORENG,737016337,CBIN0282267,SORENG   999999,,,0,,,,,
11671,Central Bank of India,DHOBIGHAT,482016006,CBIN0281618,DHOBIGHAT   999999,,,0,,,,,
11681,Central Bank of India,PEELAMEDU,641016006,CBIN0280913,PEELAMEDU   999999,,,0,,,,,
11377,Central Bank of India,SANGLI,416016001,CBIN0280651,SANGLI   999999,,,0,,,,,
11119,Central Bank of India,NAYAGANJ,208016002,CBIN0280162,NAYAGANJ   999999,,,0,,,,,
10926,Central Bank of India,NASIK ROAD,422016006,CBIN0283631,NASIK ROAD   999999,,,0,,,,,
10526,Central Bank of India,ICHALKARANJI,416016201,CBIN0282570,ICHALKARANJI   999999,,,0,,,,,
10541,Central Bank of India,RAIYA ROAD RAJKOT,400016140,CBIN0285100,RAIYA ROAD RAJKOT   999999,,,0,,,,,
10591,Central Bank of India,MOTI KATLA,302016005,CBIN0282149,MOTI KATLA   999999,,,0,,,,,
10586,Central Bank of India,NAIHATI,700016070,CBIN0281099,NAIHATI   999999,,,0,,,,,
10206,Central Bank of India,PAUNAR,442016504,CBIN0282165,PAUNAR   999999,,,0,,,,,
10013,Central Bank of India,BASURA,847016835,CBIN0284131,BASURA   999999,,,0,,,,,
10431,Central Bank of India,MADHAVPUR (GHED),362016288,CBIN0280566,MADHAVPUR (GHED)   999999,,,0,,,,,
10410,Central Bank of India,DARWAH,445016299,CBIN0281976,DARWAH   999999,,,0,,,,,
10425,Central Bank of India,CHAMANGANJ,208016007,CBIN0281448,CHAMANGANJ   999999,,,0,,,,,
10242,Central Bank of India,HAJIPUR,844016002,CBIN0281275,HAJIPUR   999999,,,0,,,,,
9649,Central Bank of India,TAKIAA AZAD GAAN,206016003,CBIN0283120,TAKIAA AZAD GAAN   999999,,,0,,,,,
9597,CENTRAL BANK OF INDIA,AHMEDNAGAR ,414016001,CBIN0280670,AHMEDNAGAR BRANCH   414001,AHMEDNAGAR,0,0,,,,,
9473,Central Bank of India,HARDUA,483016351,CBIN0282603,HARDUA   999999,,,0,,,,,
9933,Central Bank of India,PADHAR BUJURG,400016140,CBIN0285010,PADHAR BUJURG   999999,,,0,,,,,
9827,Central Bank of India,"LAL DARWAJA, SURAT",395016006,CBIN0280511,"LAL DARWAJA, SURAT   999999",,,0,,,,,
9803,Central Bank of India,SILIGURI REGULATED MARKET,734016296,CBIN0283245,SILIGURI REGULATED MARKET   999999,,,0,,,,,
9833,Central Bank of India,KHARAR SUNNY ENCLAVE,160016030,CBIN0284314,KHARAR SUNNY ENCLAVE   999999,,,0,,,,,
7182,Central Bank of India,SIDHWANIA BAZAR,841016624,CBIN0283009,SIDHWANIA BAZAR   999999,,,0,,,,,
7295,Central Bank of India,"RAMNAGAR PUSHKAR ROAD, AJMER",305016003,CBIN0282383,"RAMNAGAR PUSHKAR ROAD, AJMER   999999",,,0,,,,,
7125,Central Bank of India,KHERA,132016534,CBIN0284304,KHERA   999999,,,0,,,,,
7341,Central Bank of India,"M G ROAD, GURGAON",110016157,CBIN0283792,"M G ROAD, GURGAON   999999",,,0,,,,,
7462,Central Bank of India,KOREGAON PARK,411016028,CBIN0283089,KOREGAON PARK   999999,,,0,,,,,
8144,Central Bank of India,CFB SIYAGANJ,452016004,CBIN0280764,CFB SIYAGANJ   999999,,,0,,,,,
8103,Central Bank of India,RATU,835016313,CBIN0284871,RATU   999999,,,0,,,,,
7918,Central Bank of India,VASO,387016504,CBIN0280538,VASO   999999,,,0,,,,,
7781,Central Bank of India,SUNAM,148016252,CBIN0284681,SUNAM   999999,,,0,,,,,
7750,Central Bank of India,VIDUL,445016821,CBIN0281931,VIDUL   999999,,,0,,,,,
7696,Central Bank of India,DEORIA,274016989,CBIN0280200,DEORIA   999999,,,0,,,,,
8327,Central Bank of India,"PRATAP NAGAR, JAIPUR",302016018,CBIN0283336,"PRATAP NAGAR, JAIPUR   999999",,,0,,,,,
8374,Central Bank of India,PIMPALGAON KALE,443016659,CBIN0281732,PIMPALGAON KALE   999999,,,0,,,,,
8586,Central Bank of India,BUNKER MARKET,221016008,CBIN0281378,BUNKER MARKET   999999,,,0,,,,,
8714,Central Bank of India,KATWA,713016891,CBIN0283424,KATWA   999999,,,0,,,,,
8933,Central Bank of India,MARUDHAR IND AREA,342016006,CBIN0281570,MARUDHAR IND AREA   999999,,,0,,,,,
9318,CENTRAL BANK OF INDIA,DOMBIVLI,400016074,CBIN0281715,DOMBIVLI   999999,,,0,,,,,
9289,Central Bank of India,KUNCHANAPALLY,522016837,CBIN0284339,KUNCHANAPALLY   999999,,,0,,,,,
6462,Central Bank of India,SUNDAR NAGAR,400016057,CBIN0281246,SUNDAR NAGAR   999999,,,0,,,,,
6569,Central Bank of India,CONTAI,721016402,CBIN0283426,CONTAI   999999,,,0,,,,,
6532,Central Bank of India,RAJARAJESHWARINAGAR,560016935,CBIN0284888,RAJARAJESHWARINAGAR   999999,,,0,,,,,
6779,Central Bank of India,KURAR VILLAGE MALAD,400016140,CBIN0285115,KURAR VILLAGE MALAD   999999,,,0,,,,,
6829,Central Bank of India,KARL MARX SARANI,700016055,CBIN0282557,KARL MARX SARANI   999999,,,0,,,,,
6821,Central Bank of India,BHUJ NRI,370016053,CBIN0284198,BHUJ NRI   999999,,,0,,,,,
5993,Central Bank of India,ULLASNAGAR,400016088,CBIN0280638,ULLASNAGAR   999999,,,0,,,,,
5967,Central Bank of India,SAKET NAGAR,462016025,CBIN0284936,SAKET NAGAR   999999,,,0,,,,,
6102,Central Bank of India,BANGROD,457016501,CBIN0282164,BANGROD   999999,,,0,,,,,
6155,Central Bank of India,SILLOD,431016504,CBIN0283581,SILLOD   999999,,,0,,,,,
6274,Central Bank of India,DWARKA,110016123,CBIN0283583,DWARKA   999999,,,0,,,,,
6381,Central Bank of India,MOHANA,475016824,CBIN0281228,MOHANA   999999,,,0,,,,,
6318,Central Bank of India,CHACHAI,484016517,CBIN0282132,CHACHAI   999999,,,0,,,,,
6319,Central Bank of India,JOGIA,273016356,CBIN0280206,JOGIA   999999,,,0,,,,,
6339,Central Bank of India,BILTHARA ROAD MARKET,221016285,CBIN0282579,BILTHARA ROAD MARKET   999999,,,0,,,,,
5161,Central Bank of India,SANGLUD,444016865,CBIN0284238,SANGLUD   999999,,,0,,,,,
5197,Central Bank of India,KOLHAPUR ROAD,416016152,CBIN0283100,KOLHAPUR ROAD   999999,,,0,,,,,
5081,Central Bank of India,PARADEEP,754016353,CBIN0282139,PARADEEP   999999,,,0,,,,,
5006,Central Bank of India,VIGYAN NAGAR,324016005,CBIN0281915,VIGYAN NAGAR   999999,,,0,,,,,
5044,Central Bank of India,KANKE ROAD RANCHI,834016008,CBIN0283072,KANKE ROAD RANCHI   999999,,,0,,,,,
4887,Central Bank of India,VISHNUPURI,431016387,CBIN0284821,VISHNUPURI   999999,,,0,,,,,
4911,Central Bank of India,DIGBOI,786016402,CBIN0283590,DIGBOI   999999,,,0,,,,,
