BankCode,Bank Name,Branch,MICR,IFSC,Address,Location,NetWorth,DefaultBank,,,,,
19048,State Bank of India,RAJENDRA NAGAR,520002504,SBIN0011102,RAJENDRA NAGAR   999999,,,0,,,,,
19046,State Bank of India,UJALAIWADI,416002014,SBIN0015557,UJALAIWADI   999999,,,0,,,,,
19059,State Bank of India,JATAWALI,303002060,SBIN0032420,JATAWALI   999999,,,0,,,,,
19061,State Bank of India,KISHANPUR,852002616,SBIN0012647,KISHANPUR   999999,,,0,,,,,
19062,State Bank of India,BOKAJAN ADB,797002503,SBIN0007051,BOKAJAN ADB   999999,,,0,,,,,
19063,State Bank of India,ROY BAHADUR ROAD BEHALA,700002479,SBIN0016768,ROY BAHADUR ROAD BEHALA   999999,,,0,,,,,
19017,State Bank of India,NASHIK,422002052,SBIN0050626,NASHIK   999999,,,0,,,,,
19018,State Bank of India,RACC R AND DB GOGOL,403002121,SBIN0062915,RACC R AND DB GOGOL   999999,,,0,,,,,
19011,State Bank of India,KHURDA,751002048,SBIN0000116,KHURDA   999999,,,0,,,,,
19012,State Bank of India,RAMANAGARAM,571002051,SBIN0004998,RAMANAGARAM   999999,,,0,,,,,
19015,State Bank of India,VIDYANAGAR(VAKADU),524002663,SBIN0002811,VIDYANAGAR(VAKADU)   999999,,,0,,,,,
19026,State Bank of India,SANTACRUZ WEST,400002068,SBIN0001183,SANTACRUZ WEST   999999,,,0,,,,,
19027,State Bank of India,PRATAP VIHAR GHAZIABAD,110002541,SBIN0017739,PRATAP VIHAR GHAZIABAD   999999,,,0,,,,,
19028,State Bank of India,RAMRAJATALA,700002139,SBIN0001359,RAMRAJATALA   999999,,,0,,,,,
19029,State Bank of India,HIGHWAY ROAD DEESA,385002033,SBIN0010972,HIGHWAY ROAD DEESA   999999,,,0,,,,,
19030,State Bank of India,"HIRANANDANI ESTATE, THANE",400002205,SBIN0011708,"HIRANANDANI ESTATE, THANE   999999",,,0,,,,,
19031,State Bank of India,JALANDHAR MAIN BRANCH,144002002,SBIN0000660,JALANDHAR MAIN BRANCH   999999,,,0,,,,,
19032,STATE BANK OF INDIA,SWAROOP NAGAR KANPUR,208002030,SBIN0000217,SWAROOP NAGAR KANPUR   999999,,,0,,,,,
19040,State Bank of India,NOKHA,821002704,SBIN0003646,NOKHA   999999,,,0,,,,,
19038,State Bank of India,"GUMANPURA, KOTA",324002026,SBIN0031448,"GUMANPURA, KOTA   999999",,,0,,,,,
19042,State Bank of India,GURU HARKRISHAN NAGAR,110002377,SBIN0015969,GURU HARKRISHAN NAGAR   999999,,,0,,,,,
19043,State Bank of India,SATGRAM,713002509,SBIN0004777,SATGRAM   999999,,,0,,,,,
18994,State Bank of India,ROCK TOWN NAGOLE ROAD,500002547,SBIN0061242,ROCK TOWN NAGOLE ROAD   999999,,,0,,,,,
18997,State Bank of India,SATMILE,721002405,SBIN0061602,SATMILE   999999,,,0,,,,,
19001,State Bank of India,SERAMPORE,700002181,SBIN0000178,SERAMPORE   999999,,,0,,,,,
19004,State Bank of India,PILIBHIT,262002018,SBIN0000699,PILIBHIT   999999,,,0,,,,,
19009,State Bank of India,HASSAN,573002302,SBIN0005622,HASSAN   999999,,,0,,,,,
18986,STATE BANK OF INDIA,CHAMBA,249002020,SBIN0006534,CHAMBA   999999,,,0,,,,,
18984,State Bank of India,BRUNDABAN BIHAR,761002532,SBIN0008852,BRUNDABAN BIHAR   999999,,,0,,,,,
18988,State Bank of India,ARMY WAR COLLEGE MHOW,453002004,SBIN0061079,ARMY WAR COLLEGE MHOW   999999,,,0,,,,,
18980,State Bank of India,"SECTOR 20, PANCHKULA (NEW BRANCH)",160002048,SBIN0010374,"SECTOR 20, PANCHKULA (NEW BRANCH)   999999",,,0,,,,,
18975,State Bank of India,FORBESGANJ,854002302,SBIN0000077,FORBESGANJ   999999,,,0,,,,,
18928,State Bank of India,GHUMARVIN,173002043,SBIN0011876,GHUMARVIN   999999,,,0,,,,,
18902,State Bank of India,MIRA ROAD,400002482,SBIN0041071,MIRA ROAD   999999,,,0,,,,,
18903,State Bank of India,GHORAHWA,273002259,SBIN0008261,GHORAHWA   999999,,,0,,,,,
18917,STATE BANK OF INDIA,MANEK CHOWK,360002123,SBIN0060047,MANEK CHOWK   999999,,,0,,,,,
18918,State Bank of India,CHANDLODIA,380002166,SBIN0013760,CHANDLODIA   999999,,,0,,,,,
18912,State Bank of India,SAIFABAD,230002023,SBIN0009549,SAIFABAD   999999,,,0,,,,,
18913,State Bank of India,BINA,470002101,SBIN0001427,BINA   999999,,,0,,,,,
18956,State Bank of India,PANCHVATI KALOL,380002163,SBIN0013414,PANCHVATI KALOL   999999,,,0,,,,,
18961,State Bank of India,PUSA FARM,848002040,SBIN0018040,PUSA FARM   999999,,,0,,,,,
18967,State Bank of India,KALYANI IGC,700002332,SBIN0006701,KALYANI IGC   999999,,,0,,,,,
18941,State Bank of India,KANGRA,176002181,SBIN0010117,KANGRA   999999,,,0,,,,,
18937,State Bank of India,NOAPARA,700002742,SBIN0018537,NOAPARA   999999,,,0,,,,,
18938,State Bank of India,ASHRAM ROAD,586002012,SBIN0040783,ASHRAM ROAD   999999,,,0,,,,,
18939,State Bank of India,GOVINDPURAM,110002462,SBIN0011469,GOVINDPURAM   999999,,,0,,,,,
18943,State Bank of India,"CHETAK CIRCLE, UDAIPUR",313002049,SBIN0031209,"CHETAK CIRCLE, UDAIPUR   999999",,,0,,,,,
18944,State Bank of India,"SBIINTOUCH, IMPHAL",795002012,SBIN0019133,"SBIINTOUCH, IMPHAL   999999",,,0,,,,,
18945,State Bank of India,KANNAUJ CITY,209002304,SBIN0002555,KANNAUJ CITY   999999,,,0,,,,,
18948,State Bank of India,KALANWALI,125002257,SBIN0002381,KALANWALI   999999,,,0,,,,,
18949,State Bank of India,KPHB KUKATPALLY,500002214,SBIN0016783,KPHB KUKATPALLY   999999,,,0,,,,,
18951,State Bank of India,HEALTH CITY,560002106,SBIN0010450,HEALTH CITY   999999,,,0,,,,,
18953,State Bank of India,INDUSTRIAL AREA MOHALI,400002000,SBIN0063809,INDUSTRIAL AREA MOHALI   999999,,,0,,,,,
18954,State Bank of India,BALUA BAZAR,852002608,SBIN0007114,BALUA BAZAR   999999,,,0,,,,,
18856,State Bank of India,PARK CIRCUS,700002077,SBIN0001749,PARK CIRCUS   999999,,,0,,,,,
18860,State Bank of India,MANKUNDU,700002224,SBIN0006772,MANKUNDU   999999,,,0,,,,,
18862,State Bank of India,ULUBERIA,700002243,SBIN0000199,ULUBERIA   999999,,,0,,,,,
18850,State Bank of India,KOTA,324002017,SBIN0050586,KOTA   999999,,,0,,,,,
18851,State Bank of India,"GANPATI PLAZA, JAIPUR",302002147,SBIN0031825,"GANPATI PLAZA, JAIPUR   999999",,,0,,,,,
18847,State Bank of India,"R P ROAD, JALNA",431002510,SBIN0012688,"R P ROAD, JALNA   999999",,,0,,,,,
18848,State Bank of India,AURANGABAD,431002002,SBIN0001716,AURANGABAD   999999,,,0,,,,,
18839,State Bank of India,AMBATTUR INDUSTRIAL ESTATE CHENNAI,600002067,SBIN0000265,AMBATTUR INDUSTRIAL ESTATE CHENNAI   999999,,,0,,,,,
18843,State Bank of India,MUNDILA BAZAR,273002262,SBIN0009541,MUNDILA BAZAR   999999,,,0,,,,,
18829,State Bank of India,NANDED ROAD HINGOLI,431002403,SBIN0018279,NANDED ROAD HINGOLI   999999,,,0,,,,,
18826,State Bank of India,PBB MYSORE,570002008,SBIN0004254,PBB MYSORE   999999,,,0,,,,,
18880,State Bank of India,ARDHAPUR,431002544,SBIN0012482,ARDHAPUR   999999,,,0,,,,,
18866,State Bank of India,P J EXTENSION,577002028,SBIN0040361,P J EXTENSION   999999,,,0,,,,,
18870,State Bank of India,MAL,735002208,SBIN0002084,MAL   999999,,,0,,,,,
18895,State Bank of India,"KHAMARIA, SANT RAVIDAS NAGAR",221002303,SBIN0017266,"KHAMARIA, SANT RAVIDAS NAGAR   999999",,,0,,,,,
18885,STATE BANK OF INDIA,BHOOTHPUR,509002762,SBIN0003513,BHOOTHPUR   999999,,,0,,,,,
18886,State Bank of India,DHARMAPUKURIA,700002551,SBIN0007004,DHARMAPUKURIA   999999,,,0,,,,,
18685,State Bank of India,"TRANSPORT NAGAR, GWALIOR",474002039,SBIN0016593,"TRANSPORT NAGAR, GWALIOR   999999",,,0,,,,,
18694,State Bank of India,GOLMURI,831002011,SBIN0007236,GOLMURI   999999,,,0,,,,,
18689,State Bank of India,KALIGHAT,700002054,SBIN0001722,KALIGHAT   999999,,,0,,,,,
18690,State Bank of India,"SEZ BR., ANDHERI (EAST)",400002186,SBIN0011690,"SEZ BR., ANDHERI (EAST)   999999",,,0,,,,,
18691,State Bank of India,GUMLA BAZAR,835002103,SBIN0016983,GUMLA BAZAR   999999,,,0,,,,,
18699,State Bank of India,RUDAKOTA AT PEDABAYALU,530002502,SBIN0009476,RUDAKOTA AT PEDABAYALU   999999,,,0,,,,,
18713,State Bank of India,AMBARNATH,400002131,SBIN0001040,AMBARNATH   999999,,,0,,,,,
18714,State Bank of India,SAGARPARA,742002506,SBIN0012353,SAGARPARA   999999,,,0,,,,,
18715,State Bank of India,"SUBHASNAGAR,BHAVNAGAR",364002024,SBIN0013382,"SUBHASNAGAR,BHAVNAGAR   999999",,,0,,,,,
18710,State Bank of India,ADUGODI,560002246,SBIN0017786,ADUGODI   999999,,,0,,,,,
18708,State Bank of India,JORHAT MEDICAL COLLEGE,785002009,SBIN0012975,JORHAT MEDICAL COLLEGE   999999,,,0,,,,,
18748,State Bank of India,DAK BUNGLOW MORE,742002603,SBIN0014039,DAK BUNGLOW MORE   999999,,,0,,,,,
18732,State Bank of India,"ELLIOT ROAD, KOLKATA",700002032,SBIN0001792,"ELLIOT ROAD, KOLKATA   999999",,,0,,,,,
18740,State Bank of India,JALANDHAR BY PASS,141002050,SBIN0014653,JALANDHAR BY PASS   999999,,,0,,,,,
18741,State Bank of India,"TAMBRI VIBHAG, OSMANABAD",413002447,SBIN0012239,"TAMBRI VIBHAG, OSMANABAD   999999",,,0,,,,,
18701,State Bank of India,"URJAGRAM, TADALI",442002291,SBIN0014782,"URJAGRAM, TADALI   999999",,,0,,,,,
18727,State Bank of India,KOLLAM,691002002,SBIN0000903,KOLLAM   999999,,,0,,,,,
18729,State Bank of India,HARRAWALA,248002601,SBIN0012897,HARRAWALA   999999,,,0,,,,,
18725,State Bank of India,RAJRAPPA PROJECT,829002505,SBIN0018441,RAJRAPPA PROJECT   999999,,,0,,,,,
18720,STATE BANK OF INDIA,KING KOTI,500002024,SBIN0007109,KING KOTI   999999,,,0,,,,,
18723,State Bank of India,PRIYADARSHINI MARKET,751002014,SBIN0009027,PRIYADARSHINI MARKET   999999,,,0,,,,,
18774,State Bank of India,"PARA BAZAR, MORBI",363002022,SBIN0060071,"PARA BAZAR, MORBI   999999",,,0,,,,,
18782,State Bank of India,SIDCUL RUDRAPUR,263002207,SBIN0010496,SIDCUL RUDRAPUR   999999,,,0,,,,,
18777,State Bank of India,KASIMPUR,202002021,SBIN0001364,KASIMPUR   999999,,,0,,,,,
18778,State Bank of India,TINSUKIA,786002202,SBIN0000196,TINSUKIA   999999,,,0,,,,,
18762,State Bank of India,VIJAYA BANK LAYOUT,560002573,SBIN0041194,VIJAYA BANK LAYOUT   999999,,,0,,,,,
18767,State Bank of India,SHAKTI NAGAR,584002035,SBIN0040452,SHAKTI NAGAR   999999,,,0,,,,,
18764,State Bank of India,KAUP,576002015,SBIN0017794,KAUP   999999,,,0,,,,,
18765,State Bank of India,UTTAM NAGAR,110002153,SBIN0001679,UTTAM NAGAR   999999,,,0,,,,,
18756,State Bank of India,I I T R  LUCKNOW,226002076,SBIN0014626,I I T R  LUCKNOW   999999,,,0,,,,,
18759,State Bank of India,AMARPATAN,485002501,SBIN0005196,AMARPATAN   999999,,,0,,,,,
18810,State Bank of India,"GURUDWARA CHOWK, SHIVPURI",473002052,SBIN0030086,"GURUDWARA CHOWK, SHIVPURI   999999",,,0,,,,,
18813,State Bank of India,PARBHANI,431002957,SBIN0003667,PARBHANI   999999,,,0,,,,,
18814,State Bank of India,KAIGRAM,713002630,SBIN0009460,KAIGRAM   999999,,,0,,,,,
18815,State Bank of India,"LAMBHVEL ROAD, ANAND",388002142,SBIN0016687,"LAMBHVEL ROAD, ANAND   999999",,,0,,,,,
18823,State Bank of India,NARSAMPET,506002303,SBIN0020158,NARSAMPET   999999,,,0,,,,,
18824,State Bank of India,NAGOTHANE,402002953,SBIN0008237,NAGOTHANE   999999,,,0,,,,,
18821,State Bank of India,KOLANUPAKA,508002708,SBIN0021571,KOLANUPAKA   999999,,,0,,,,,
18804,State Bank of India,VASHI,400002169,SBIN0010330,VASHI   999999,,,0,,,,,
18799,State Bank of India,DAC JABALPUR,482002991,SBIN0016091,DAC JABALPUR   999999,,,0,,,,,
18800,State Bank of India,MAYAPUR,712002514,SBIN0018019,MAYAPUR   999999,,,0,,,,,
18801,State Bank of India,JEEVANDEEP,700002052,SBIN0003762,JEEVANDEEP   999999,,,0,,,,,
18786,State Bank of India,RANKUVA,396002204,SBIN0011022,RANKUVA   999999,,,0,,,,,
18787,State Bank of India,DULLAHPUR,233002509,SBIN0012504,DULLAHPUR   999999,,,0,,,,,
18793,State Bank of India,"VATVA, AHMEDABAD",380002233,SBIN0018813,"VATVA, AHMEDABAD   999999",,,0,,,,,
18794,State Bank of India,GUMADERA,768002578,SBIN0018464,GUMADERA   999999,,,0,,,,,
18795,State Bank of India,GORKHANA,335002058,SBIN0031708,GORKHANA   999999,,,0,,,,,
19453,State Bank of India,TARANAGAR,331002016,SBIN0031143,TARANAGAR   999999,,,0,,,,,
19450,State Bank of India,SONAMURA,799002521,SBIN0006626,SONAMURA   999999,,,0,,,,,
19447,State Bank of India,KAIPUZHA,686009035,SBIN0071077,KAIPUZHA   999999,,,0,,,,,
19461,State Bank of India,BONHOOGHLY I.E,700002150,SBIN0002029,BONHOOGHLY I.E   999999,,,0,,,,,
19457,STATE BANK OF INDIA,NAGAYALANKA BRANCH,520002686,SBIN0013229,DEENADAYALAPURAM 8 90 NAGAYALANKA  521120,,0,0,,,,,
19458,State Bank of India,N U CAMPUS,522002664,SBIN0004793,N U CAMPUS   999999,,,0,,,,,
19466,State Bank of India,KAYAMKULAM,690002910,SBIN0070078,KAYAMKULAM   999999,,,0,,,,,
19467,State Bank of India,HUZURABAD,505002203,SBIN0020143,HUZURABAD   999999,,,0,,,,,
19470,State Bank of India,"PBB RAJ BHAVAN ROAD, HYDERABAD",500002075,SBIN0004159,"PBB RAJ BHAVAN ROAD, HYDERABAD   999999",,,0,,,,,
19471,State Bank of India,BAGMARI SAB,721002842,SBIN0009708,BAGMARI SAB   999999,,,0,,,,,
19463,State Bank of India,ADB GALSI,713002607,SBIN0005704,ADB GALSI   999999,,,0,,,,,
19473,State Bank of India,"BEACH ROAD  BRANCH, VISAKHAPATNAM",530002069,SBIN0015101,"BEACH ROAD  BRANCH, VISAKHAPATNAM   999999",,,0,,,,,
19475,State Bank of India,SILCHAR BAZAR,788002005,SBIN0001991,SILCHAR BAZAR   999999,,,0,,,,,
19481,State Bank of India,NARAYANPET,509002302,SBIN0003751,NARAYANPET   999999,,,0,,,,,
19443,State Bank of India,JAIPRAKASH NAGAR,440002021,SBIN0009058,JAIPRAKASH NAGAR   999999,,,0,,,,,
19436,State Bank of India,JHABUA,457002101,SBIN0000396,JHABUA   999999,,,0,,,,,
19437,State Bank of India,BISHNUPUR,783002510,SBIN0007388,BISHNUPUR   999999,,,0,,,,,
19438,State Bank of India,MYLAPORE,600002031,SBIN0000965,MYLAPORE   999999,,,0,,,,,
19433,State Bank of India,ADB RAMNAGAR,845002611,SBIN0002997,ADB RAMNAGAR   999999,,,0,,,,,
19431,State Bank of India,"SURATHKAL, MANGALORE",575002013,SBIN0002273,"SURATHKAL, MANGALORE   999999",,,0,,,,,
19429,State Bank of India,WARDHMAN NAGAR NAGPUR,440002046,SBIN0030425,WARDHMAN NAGAR NAGPUR   999999,,,0,,,,,
19410,State Bank of India,"UTTARSANDA,",387002505,SBIN0060440,"UTTARSANDA,   999999",,,0,,,,,
19411,State Bank of India,HNAHTHIAL,796002504,SBIN0005827,HNAHTHIAL   999999,,,0,,,,,
19421,State Bank of India,MOHANLALGANJ,226002039,SBIN0006060,MOHANLALGANJ   999999,,,0,,,,,
19418,State Bank of India,"RAJKOT, A.D.B",360002012,SBIN0060197,"RAJKOT, A.D.B   999999",,,0,,,,,
19423,State Bank of India,HARALAHALLY,573002310,SBIN0040379,HARALAHALLY   999999,,,0,,,,,
19424,State Bank of India,RAJIM,493002527,SBIN0061114,RAJIM   999999,,,0,,,,,
19425,STATE BANK OF INDIA,DIPATOLI,834002013,SBIN0005991,DIPATOLI   999999,,,0,,,,,
19426,State Bank of India,PATULIA,700002310,SBIN0009169,PATULIA   999999,,,0,,,,,
19502,State Bank of India,SIMRI,802002507,SBIN0014330,SIMRI   999999,,,0,,,,,
19506,State Bank of India,GAGRIGOL,263002043,SBIN0008970,GAGRIGOL   999999,,,0,,,,,
19504,State Bank of India,NAGARNAR,494002501,SBIN0013655,NAGARNAR   999999,,,0,,,,,
19508,STATE BANK OF INDIA,KOLLENGODE BRANCH,678002102,SBIN0018319,KOLLENGODE DIST PALAKKAD AYSHWARYA  ARCADE  KERALA  678506,,0,0,,,,,
19512,State Bank of India,FATEHPUR CITY,212002005,SBIN0006833,FATEHPUR CITY   999999,,,0,,,,,
19513,State Bank of India,"NGO COLONY, NANDYAL",518002096,SBIN0012909,"NGO COLONY, NANDYAL   999999",,,0,,,,,
19492,State Bank of India,KARGALI COLLIERY,827002514,SBIN0007072,KARGALI COLLIERY   999999,,,0,,,,,
19478,State Bank of India,OKHLA I E,110002093,SBIN0000727,OKHLA I E   999999,,,0,,,,,
19528,STATE BANK OF INDIA,ILTD,523002015,SBIN0010206,ILTD   999999,,,0,,,,,
19524,STATE BANK OF INDIA,BHOWANIPORE,700002016,SBIN0000040,RAMESH MITRA ROAD KOLKATA WEST BENGAL 700025 700025,,0,0,,,,,
19520,State Bank of India,ARASAVALLI  JUNCTION,532002010,SBIN0017913,ARASAVALLI  JUNCTION   999999,,,0,,,,,
19521,State Bank of India,"VIDYADHAR NAGAR, JAIPUR",302002131,SBIN0031763,"VIDYADHAR NAGAR, JAIPUR   999999",,,0,,,,,
19522,State Bank of India,KOTHANUR,560002552,SBIN0041003,KOTHANUR   999999,,,0,,,,,
19518,State Bank of India,MANDYA,571002502,SBIN0003916,MANDYA   999999,,,0,,,,,
19536,STATE BANK OF INDIA,KALLAMBALAM,695002966,SBIN0070221,PBNO1 MEDAYIL BUILDING KALLAMBALAMPO THIRUVANANTHAPURAMDISTRICT 695605,,0,0,,,,,
19532,State Bank of India,SHIVAJI NAGAR,221002026,SBIN0007473,SHIVAJI NAGAR   999999,,,0,,,,,
19533,State Bank of India,KESAIBAHAL,768002554,SBIN0009352,KESAIBAHAL   999999,,,0,,,,,
19538,State Bank of India,ITARSI,461002201,SBIN0000389,ITARSI   999999,,,0,,,,,
19539,State Bank of India,AMBEDKAR RD.NEEMUCH,458002054,SBIN0030399,AMBEDKAR RD.NEEMUCH   999999,,,0,,,,,
19546,State Bank of India,SSI SINGASANDRA,560002447,SBIN0040552,SSI SINGASANDRA   999999,,,0,,,,,
19541,State Bank of India,NADOTI,322002008,SBIN0031083,NADOTI   999999,,,0,,,,,
19542,State Bank of India,KARKARDOOMA DELHI,110002683,SBIN0021375,KARKARDOOMA DELHI   999999,,,0,,,,,
19358,State Bank of India,IND ESTATE KANPUR,208002066,SBIN0000219,IND ESTATE KANPUR   999999,,,0,,,,,
19359,State Bank of India,SHOLTU,172002192,SBIN0011525,SHOLTU   999999,,,0,,,,,
19356,State Bank of India,SAMODE,303002029,SBIN0031047,SAMODE   999999,,,0,,,,,
19369,State Bank of India,PUNE  DECCAN GYMKHANA,411002152,SBIN0070550,PUNE  DECCAN GYMKHANA   999999,,,0,,,,,
19370,State Bank of India,GHATAMPUR,209002007,SBIN0001057,GHATAMPUR   999999,,,0,,,,,
19371,State Bank of India,RAXAUL,845002202,SBIN0002998,RAXAUL   999999,,,0,,,,,
19341,State Bank of India,"NAIGAON, MUMBAI",400002059,SBIN0005352,"NAIGAON, MUMBAI   999999",,,0,,,,,
19351,State Bank of India,BAITALPUR,274002005,SBIN0016538,BAITALPUR   999999,,,0,,,,,
19344,State Bank of India,V C FARM,571002520,SBIN0040164,V C FARM   999999,,,0,,,,,
19346,State Bank of India,JHUMRI TILAYA,825002102,SBIN0000118,JHUMRI TILAYA   999999,,,0,,,,,
19385,State Bank of India,BELWADI IE,570002003,SBIN0006768,BELWADI IE   999999,,,0,,,,,
19387,State Bank of India,NORTH LAKHIMPUR,787002002,SBIN0000145,NORTH LAKHIMPUR   999999,,,0,,,,,
19367,State Bank of India,"KASTURI PLAZA,DOMBIVLI BRANCH",400005011,SBIN0030369,"KASTURI PLAZA,DOMBIVLI BRANCH   999999",,,0,,,,,
19375,State Bank of India,SHALIMAR GARDEN,110002515,SBIN0016605,SHALIMAR GARDEN   999999,,,0,,,,,
19379,State Bank of India,BAHADURPUR,800002067,SBIN0010354,BAHADURPUR   999999,,,0,,,,,
19408,State Bank of India,GOSSAIGAON,783002512,SBIN0007996,GOSSAIGAON   999999,,,0,,,,,
19404,State Bank of India,RAJPUR KOLKATA,700002164,SBIN0001451,RAJPUR KOLKATA   999999,,,0,,,,,
19397,State Bank of India,NAGAPATTINAM TOWN,611002005,SBIN0015825,NAGAPATTINAM TOWN   999999,,,0,,,,,
19398,State Bank of India,ANNARAM,502002588,SBIN0021946,ANNARAM   999999,,,0,,,,,
19399,State Bank of India,PALLIKARANAI,600002256,SBIN0016558,PALLIKARANAI   999999,,,0,,,,,
19393,State Bank of India,"DWARAKAPURI,PUNJAGUTTA",500002120,SBIN0011661,"DWARAKAPURI,PUNJAGUTTA   999999",,,0,,,,,
19284,State Bank of India,AMBATTUR,600002422,SBIN0071145,AMBATTUR   999999,,,0,,,,,
19277,State Bank of India,SIKARIGANJ,273002153,SBIN0004524,SIKARIGANJ   999999,,,0,,,,,
19266,State Bank of India,MADHYAMGRAM CHOWRASTA,700002383,SBIN0014819,MADHYAMGRAM CHOWRASTA   999999,,,0,,,,,
19270,State Bank of India,NAYAPUT,721002070,SBIN0008994,NAYAPUT   999999,,,0,,,,,
19271,State Bank of India,TUMSAR,441002879,SBIN0000491,TUMSAR   999999,,,0,,,,,
19319,State Bank of India,SISWA BAZAR,273002274,SBIN0002618,SISWA BAZAR   999999,,,0,,,,,
19324,State Bank of India,GHAZIABAD MAIN,110002224,SBIN0000642,GHAZIABAD MAIN   999999,,,0,,,,,
19328,State Bank of India,GOGUNDA,313002052,SBIN0031219,GOGUNDA   999999,,,0,,,,,
19329,State Bank of India,RAMPACHODAVARAM,533002683,SBIN0018328,RAMPACHODAVARAM   999999,,,0,,,,,
19302,State Bank of India,KARAIKUDI,630002005,SBIN0000855,KARAIKUDI   999999,,,0,,,,,
19303,State Bank of India,JASDAN,360002141,SBIN0060077,JASDAN   999999,,,0,,,,,
19306,State Bank of India,KAKINADA TREASURY,533002004,SBIN0001425,KAKINADA TREASURY   999999,,,0,,,,,
19669,State Bank of India,KAUSHALPURI,224002011,SBIN0016732,KAUSHALPURI   999999,,,0,,,,,
19671,State Bank of India,GANJ AREA,480002004,SBIN0005940,GANJ AREA   999999,,,0,,,,,
19672,State Bank of India,UNIVERSITY OF DELHI,110002030,SBIN0001067,UNIVERSITY OF DELHI   999999,,,0,,,,,
19673,State Bank of India,KALIACHAK,732002513,SBIN0008437,KALIACHAK   999999,,,0,,,,,
19678,State Bank of India,"ADE, BANGALORE",560002070,SBIN0006538,"ADE, BANGALORE   999999",,,0,,,,,
19679,State Bank of India,SBIINTOUCH ECO SPACE,700002729,SBIN0019030,SBIINTOUCH ECO SPACE   999999,,,0,,,,,
19685,State Bank of India,MUZAFFARPUR,842002023,SBIN0031656,MUZAFFARPUR   999999,,,0,,,,,
19686,State Bank of India,CHHIVAIYA,211002036,SBIN0009248,CHHIVAIYA   999999,,,0,,,,,
19687,State Bank of India,FAROOQ NAGAR,509002202,SBIN0006973,FAROOQ NAGAR   999999,,,0,,,,,
19688,State Bank of India,SAMANA A.D.B.,147002203,SBIN0050177,SAMANA A.D.B.   999999,,,0,,,,,
19689,State Bank of India,JEJURI,411002081,SBIN0011518,JEJURI   999999,,,0,,,,,
19697,State Bank of India,PUTHUKURICHY,695002975,SBIN0070047,PUTHUKURICHY   999999,,,0,,,,,
19691,State Bank of India,FEROZEPUR CANTT,152002007,SBIN0050627,FEROZEPUR CANTT   999999,,,0,,,,,
19692,State Bank of India,BUDHWARPET NIRMAL,504002106,SBIN0020973,BUDHWARPET NIRMAL   999999,,,0,,,,,
19630,State Bank of India,BHESTAN,395002041,SBIN0010948,BHESTAN   999999,,,0,,,,,
19624,State Bank of India,KALAICHAR,794002514,SBIN0009818,KALAICHAR   999999,,,0,,,,,
19626,State Bank of India,TUMKUR UNIVERSITY CAMPUS,572002016,SBIN0040850,TUMKUR UNIVERSITY CAMPUS   999999,,,0,,,,,
19638,State Bank of India,ADB MAIRWA,841002705,SBIN0005970,ADB MAIRWA   999999,,,0,,,,,
19632,State Bank of India,SIVAKASI,626002002,SBIN0000975,SIVAKASI   999999,,,0,,,,,
19633,State Bank of India,"CHAKLI CIRCLE, RACE COURSE ROAD, BARODA",390002086,SBIN0030158,"CHAKLI CIRCLE, RACE COURSE ROAD, BARODA   999999",,,0,,,,,
19634,State Bank of India,PATIALA THAPAR INSTITUTE,147002031,SBIN0050244,PATIALA THAPAR INSTITUTE   999999,,,0,,,,,
19635,State Bank of India,MANDVI,394002040,SBIN0010995,MANDVI   999999,,,0,,,,,
19660,State Bank of India,KALWAKURTHY ADB,509002642,SBIN0006222,KALWAKURTHY ADB   999999,,,0,,,,,
19652,State Bank of India,ALMORA,263002004,SBIN0000605,ALMORA   999999,,,0,,,,,
19653,State Bank of India,NAVSARI.AGRI. UNIVERSITY,396002062,SBIN0003889,NAVSARI.AGRI. UNIVERSITY   999999,,,0,,,,,
19642,State Bank of India,GREY STREET EXTN.BRANCH,700002042,SBIN0001750,GREY STREET EXTN.BRANCH   999999,,,0,,,,,
19648,State Bank of India,KODANGAL,400002000,SBIN0016372,KODANGAL   999999,,,0,,,,,
19608,State Bank of India,NARAYANAPURAM -MADURAI,625002025,SBIN0011063,NARAYANAPURAM -MADURAI   999999,,,0,,,,,
19609,State Bank of India,SARADEIPUR JIRAL,759002531,SBIN0017773,SARADEIPUR JIRAL   999999,,,0,,,,,
19616,State Bank of India,LAKE TOWN,700002133,SBIN0001506,LAKE TOWN   999999,,,0,,,,,
19617,State Bank of India,GOVINDPUR,826002022,SBIN0012624,GOVINDPUR   999999,,,0,,,,,
19618,State Bank of India,"BIDANASI, CUTTACK",753002004,SBIN0009028,"BIDANASI, CUTTACK   999999",,,0,,,,,
19619,State Bank of India,DOMBIVLI IND EST.,400002108,SBIN0001595,DOMBIVLI IND EST.   999999,,,0,,,,,
19603,State Bank of India,ITBP,248002031,SBIN0010590,ITBP   999999,,,0,,,,,
19597,State Bank of India,AUNSI BRANCH,847002525,SBIN0017454,AUNSI BRANCH   999999,,,0,,,,,
19598,State Bank of India,DALKHANIA,364002527,SBIN0060250,DALKHANIA   999999,,,0,,,,,
19592,State Bank of India,KODUR,516002662,SBIN0001459,KODUR   999999,,,0,,,,,
19593,State Bank of India,RAMNAGAR,244002402,SBIN0000701,RAMNAGAR   999999,,,0,,,,,
19594,State Bank of India,MAYA BAZAR,224002053,SBIN0013163,MAYA BAZAR   999999,,,0,,,,,
